0,1,2,3,4,5,6,7,8,9,10
3.9563226787,1.8013023163,-0.5604040029,-0.39949749009999996,0.41601871729999995,-1.0190407454000001,1.085559414,-0.3881532843,1.1564715779,-0.0245794305,1.0
1.3239721884,-2.4019760795,2.004373149,-0.189240608,-0.11331536029999999,0.4476371648,-0.2132276137,0.0147707847,-0.6655208529,-0.2635733999,1.0
1.41287312,2.5177230878,1.815558091,-2.0620332205,-1.6190712025999998,-0.20569338210000002,-0.7539006915,-0.8582090634,-0.13231328779999998,-0.4135725456,-1.0
4.117571928299999,0.7486324964,0.1476260271,-0.6383408633,-0.8741735972,-0.9362096563,0.7467939723,-0.17665345359999998,0.4266258235,0.5362214303,1.0
-3.2760367574,2.0489783967,-0.5470633379,-0.3966928097,0.0308720648,-1.0379223463,0.17341362719999998,-0.2072097262,-1.1293227748999999,0.0699000439,1.0
4.402656094,-1.2653415477,1.2369428569,-0.6761350334999999,-0.5414245517,-1.4625303347999998,1.5783214335,-0.5296079125,0.6300766245,0.8588514163,-1.0
2.4722386215,-2.9536246798000003,0.9762779331,-0.7436496517,-0.349818294,0.481118759,2.2217739221,-0.7197357709000001,0.6477988418,-0.0801630154,-1.0
2.7239193633,-1.2966264773,-0.0821000653,-0.9351681465999999,1.2395479077,0.14470344359999998,1.885186527,0.3505195625,-0.44234621450000006,0.0756188577,1.0
2.54182137,-1.0185917105,-0.5356538973,-1.1466522917,-1.737385837,-0.1090549526,-1.411567765,-0.0293366976,-0.5101358669,-0.2743139911,1.0
2.4201577482,0.29529049879999997,-1.1729640290999999,2.9093293154000004,0.8513841987999999,0.8996709534999999,-1.046579635,-1.0820243254000002,-1.4294293235,-1.4182026303,-1.0
3.2478299427999997,0.0381029803,-0.8588332551000001,-1.3582999479,-1.4564464691999999,-0.40250439990000003,0.5622498235,-0.37302465939999996,-0.6009160865,0.23930328760000003,-1.0
-3.5915568775,1.7603251002000002,1.5355981071,-0.8808332126,0.4366012913,-0.1818071823,-0.40188531990000004,-0.7020930147,-0.4373274726,-0.4377812777,1.0
-3.3079761741,-2.6698527208000002,-1.6475586658,2.8070905789,-1.1017979301,0.0340958382,0.7185599768,-1.5629191639,0.0152666273,-0.08141945589999999,-1.0
2.2889072607,-1.5901086688,3.2616852374,0.37911978399999996,1.1956817047,0.2568790146,0.522786933,0.5419295125,-0.2830722481,1.2008457785,1.0
4.264724687799999,1.8213700550999998,0.10444270130000001,0.0417161818,-0.34425219090000003,-0.8668093201,-0.6897045699,0.7745987637,0.22251904079999998,-0.45105312439999995,1.0
1.8418606671000002,-0.5165953557999999,0.0978866256,-0.521744732,3.2379821377,1.3752544625999998,0.1546995156,0.9940620546,0.1035797144,2.803695935,-1.0
3.8908899523000002,1.3311867241,-0.022194765699999997,-0.3328781591,1.25784679,-1.1219645748,0.7656916284999999,-0.1652755571,1.2308565304999999,-0.3987580594,1.0
4.0601899373000006,2.220690966,-0.6822007476,-0.3351992796,-0.0396427639,-1.1087157631,0.23201070780000002,0.1948894,1.0866107717,-0.0179271896,1.0
0.9173856473,-2.3980823517,-0.8828941824,-0.1820889838,-0.4891015968,0.829633155,0.1722344342,1.1780097834,-0.25969438899999997,-0.17693610899999998,1.0
2.9654606082,-1.3636197662,0.1810558236,-1.5878073821,0.0963404075,-0.643285835,0.3936757518,-0.08924322230000001,-0.47813870020000004,0.6047819742,1.0
-3.8330771263999996,1.6709189844999999,0.9389457681000001,-0.5244628745000001,-0.2612235279,-0.7576561982,0.22476630190000002,0.07615151440000001,-0.8090397525,-0.4433702014,1.0
-2.5664318401,1.5000860409999999,0.14483288060000002,-0.7969119358,2.2213494480000002,0.9978554645000001,-0.39416764579999997,-0.3682489101,0.9082145614,0.20964907359999999,1.0
-3.4202086158999996,1.1455646554,-0.5607185069,0.5662957253,0.24216071329999997,-1.2301000905,0.157088482,0.36355292359999997,-0.3117393395,0.24245299,1.0
0.9861937553,-1.2750494617,4.323508074599999,0.20320443579999997,-0.6610350894,0.4680860679,-0.7014368272,0.030906694300000002,-0.4329331396,0.4137183206,1.0
-1.3078333618,-2.430946155,-3.0951368807999997,0.36751177049999995,0.6003218603,1.2023553254000001,0.5456486278,-0.39639690920000004,0.5997031358,1.4137687602000002,-1.0
0.5529702543,-2.8089806206,2.5946542846000002,-0.8156820351,0.5438873983,1.0077209776,-1.2274314142,0.1296016229,0.6217158731,-1.1544269798,-1.0
1.71740992,-1.9136157296,-0.7912427527,-1.1222187498,0.7292357279999999,-0.06209368690000001,0.6690065578,0.7151910932,-0.6232885837,-0.6056042175,1.0
-2.7700599789,4.7625177507,2.9583553199,1.7985588936,2.2268065086,-2.0051084462,1.8221054537999999,0.7798596816,0.727834003,-0.9105493011,-1.0
0.3769807497,2.2652002014,1.3565400036000002,-2.2990642131,-0.6144208962,-1.1281201403,-0.3315210124,-0.5423701662,-0.7722512558,0.5407895759,-1.0
2.3717731693,-2.0553154323,-1.2848084043999999,0.07162743860000001,0.7147897163,-0.9867927097,0.49255173259999996,0.656379367,-0.46622333409999994,0.0936885333,-1.0
-2.7084015374,4.2824796552999995,-1.1241297927,1.5043277829,-0.7544521276999999,-1.7574408131,1.2366534759999999,1.8039078355000002,0.3323081208,1.0962845106999999,-1.0
-1.1176963958,-1.7541539238,3.1665882337,0.6017074197,-0.1300152289,0.0338302737,-0.0805772733,-0.7652237761,0.0133068579,-0.9539584095,1.0
0.6430124606000001,2.1225652119,-0.4879874076,-2.4514480763,1.9923905763,-1.5979896297999998,-0.2640661608,-0.5833969771,1.0428415302,0.8266643952,-1.0
3.014977272,-0.6379862666,0.2323445627,-1.2233498462999999,-0.9269408631,-0.8050186140000001,-0.9645228853,0.2483488793,-0.43304499840000005,-0.29288808899999996,1.0
-1.4858290874000002,-2.9128729655,-1.8426483527000002,-1.0597919927,0.7361592192,0.035520589,-0.0719359047,-0.6003600304,0.2670766102,0.0192509391,-1.0
-2.6789719609000002,0.0943308855,0.8956566277,-0.0430613656,0.568745782,0.1786606831,-1.7017294843000002,-1.1959910586,0.3533246082,-0.291952404,1.0
1.1010804657,-1.4145766869,4.8649570024,0.232847705,0.1919530914,0.0671200243,0.2389706775,0.371489931,0.183529718,1.1784808052,1.0
-0.8365647595,1.3884404363,-0.0256704277,-3.1308593266000004,0.47154753340000005,-1.4434996166,-0.9714419313,-0.5569625793999999,-0.1756499002,-1.0972236858,-1.0
1.8010688033000002,-2.3617685165,0.2614435994,0.1265102627,0.7863215248000001,0.8549963267,2.2899081116,-1.199281333,-0.7142008981999999,-1.8318164122,-1.0
1.6884380659,-2.0696404861,2.8054137929,-0.2021747068,-0.9300971001,1.2268341852,-2.5958924353999997,-0.09096475849999999,1.7389030678,0.6382757938,-1.0
-0.7024968068999999,-2.3476550623,1.1886696429999999,0.2120482252,1.2342584179,-0.1863307177,-0.5431671993,-1.518835795,0.4846849689,0.3098938041,1.0
4.1013636925,2.6629228467,0.2931368027,1.0156484062,1.0872013945999999,-0.1019979641,1.5268262944,-0.9844900918,0.774282041,-0.42557297229999996,1.0
0.9560557601999999,2.122765739,-1.9915204316,-1.1483462845,0.48374212130000005,0.2865801033,-1.0964103947,-0.3623613173,-0.8121593004000001,1.3103893579,-1.0
3.5109137557,-0.4876077364,-1.0137770634,0.036820631,-1.1983454474,-2.193107684,-0.6472530395,0.7703401337000001,2.1048888348,0.1000540524,-1.0
1.9277341652000002,0.6970414920999999,-1.7668216306,2.0731615335,1.071189894,-0.020821744099999998,1.8439680894,0.9317642328,-2.2908583687,1.4948936155,-1.0
-1.9270659613999999,0.8121075641,1.1177793917,-1.2140249431999999,-0.2606772766,2.6147207045,0.023062042999999997,0.1401543208,0.404298679,1.2134378862000001,-1.0
1.4977157233,3.0915354496,0.8512075,-2.1757157553,-1.1960878854,1.5944316143000001,1.5833322301,-0.6258728231,0.5519026124,-0.659932721,-1.0
-1.592612224,-1.6491359255000002,-0.4286630778,1.4700786397,-1.0183010397,0.2400788298,0.34432675100000004,-0.24566916390000001,0.3567815186,0.367110993,1.0
0.3707901962,-1.4814420233,-1.3352666501000001,0.43165765899999997,-2.7775440812,-1.3423432217,-1.3099666225,0.1317017502,1.7642832003,-0.8463266158,-1.0
-0.7934042112,0.13484686210000002,-0.1837816222,-1.0197669264,-0.8222096193999999,3.1245339110000003,-0.9634688081999999,1.1614395424,-1.2442664620000001,1.0230020073000001,-1.0
-3.7490441395,0.4771742164,1.5078005034,0.4704545555,0.8764625429,-0.8620963077,-0.0210924106,0.23927158969999998,-0.0834048382,-0.4138276281,1.0
4.1249145363,3.3065247175,0.36108170729999994,2.0340577304,0.1398432294,0.4422827719,-0.1580559048,0.3802679201,0.050016266399999995,-0.25445780149999997,1.0
-0.853119837,4.8084536916000005,-0.0450287901,-0.9181736342,-0.2954967329,0.7094358625,0.8499785076,0.8007668737,0.7054089265000001,-0.5072241721999999,-1.0
0.29718421370000003,-3.9185560605000003,-0.2098380846,-0.2982887044,-0.0184675381,-0.14012347630000002,1.7049067080000002,0.9299942058,-0.44162510409999994,-1.2742903855,-1.0
3.1573324372000005,3.8221656518000002,-0.6954501115,2.3577107854,-0.0849980467,1.2239685465,-0.2885624287,0.2166706653,-0.23887833879999998,-0.0157178694,1.0
-2.6901104405000003,-2.6073646736000002,1.6237948655,-0.3033657429,-1.4746664202000002,-1.3036102840000001,-0.9116727109,-0.5806914565,0.2047624026,0.0391432143,-1.0
-2.3925277302000003,0.1815312466,2.8339227654,0.331682723,-1.4510980119999999,-1.0455547665,-0.808442714,1.2472549916,-1.5209369124,-0.49769217740000005,-1.0
3.991833862,0.9927293698,0.0742085897,-0.6485953958,-0.6459078488000001,-1.3041264231999998,-0.2727398311,0.4539603103,0.6597850465,-0.2441508551,1.0
